"uniqRowID","overalGradeDiff"
"000143a7618ac9cae91b0bf7d059c1fd_4",44.7009315490723
"000143a7618ac9cae91b0bf7d059c1fd_5",97.8870239257812
"000143a7618ac9cae91b0bf7d059c1fd_6",25.2014198303223
"000143a7618ac9cae91b0bf7d059c1fd_7",55.2801628112793
"0019bbc70f71e4620273237a1e99bfde_1",-3.84159851074219
"0019bbc70f71e4620273237a1e99bfde_11",79.8440093994141
"0019bbc70f71e4620273237a1e99bfde_2",3.57429671287537
"0019bbc70f71e4620273237a1e99bfde_4",80.8977203369141
"0019bbc70f71e4620273237a1e99bfde_5",33.5873870849609
"0019bbc70f71e4620273237a1e99bfde_9",35.4091453552246
"00e96ba3612eb828cbb6511fe2e899f3_1",41.9632034301758
"00e96ba3612eb828cbb6511fe2e899f3_11",61.9405250549316
"00e96ba3612eb828cbb6511fe2e899f3_14",16.2037963867188
"00e96ba3612eb828cbb6511fe2e899f3_4",24.5694751739502
"00e96ba3612eb828cbb6511fe2e899f3_7",85.7136840820312
"00e96ba3612eb828cbb6511fe2e899f3_9",35.4094619750977
"01ce9bb3e240242c13adf7e95f09b865_1",47.3395462036133
"01ce9bb3e240242c13adf7e95f09b865_2",89.1256256103516
"01ce9bb3e240242c13adf7e95f09b865_4",85.0197982788086
"021dda0c1bad52f0b5a3829ad0a8e0de_4",24.5690250396729
"021dda0c1bad52f0b5a3829ad0a8e0de_9",36.6867179870605
"022c90700569a3674e703860b70614b2_1",45.7631378173828
"022c90700569a3674e703860b70614b2_14",16.2021636962891
"022c90700569a3674e703860b70614b2_15",35.9114799499512
"022c90700569a3674e703860b70614b2_4",44.7039108276367
"022c90700569a3674e703860b70614b2_5",33.3097076416016
"022c90700569a3674e703860b70614b2_7",67.8658218383789
"022c90700569a3674e703860b70614b2_8",24.3854236602783
"022c90700569a3674e703860b70614b2_9",27.4569129943848
"02690b095cb73fd9d47fde5671eb5d22_1",65.8175811767578
"02690b095cb73fd9d47fde5671eb5d22_2",73.6682662963867
"02690b095cb73fd9d47fde5671eb5d22_4",76.4636611938477
"029c116f4649c2bf527e55afb32fcae5_0",18.9140319824219
"02c78549a70435837a6b4d35a1e6fadd_1",48.3803024291992
"02c78549a70435837a6b4d35a1e6fadd_11",12.5273332595825
"02c78549a70435837a6b4d35a1e6fadd_14",2.99833559989929
"02c78549a70435837a6b4d35a1e6fadd_2",57.9277381896973
"02c78549a70435837a6b4d35a1e6fadd_5",52.9451446533203
"02c78549a70435837a6b4d35a1e6fadd_7",99.7694549560547
"02c78549a70435837a6b4d35a1e6fadd_8",48.6365127563477
"036229fe75b61a8310e112b2ca147c2e_1",41.9651489257812
"036229fe75b61a8310e112b2ca147c2e_11",26.8664512634277
"036229fe75b61a8310e112b2ca147c2e_14",74.3601226806641
"036229fe75b61a8310e112b2ca147c2e_2",40.8498306274414
"036229fe75b61a8310e112b2ca147c2e_4",108.293548583984
"036229fe75b61a8310e112b2ca147c2e_5",89.2241439819336
"036229fe75b61a8310e112b2ca147c2e_7",88.556396484375
"036229fe75b61a8310e112b2ca147c2e_8",73.5274353027344
"036229fe75b61a8310e112b2ca147c2e_9",-19.5732822418213
"037cb72abcd5e13b2cab5414f63b5967_11",31.0691623687744
"037cb72abcd5e13b2cab5414f63b5967_14",70.1572418212891
"037cb72abcd5e13b2cab5414f63b5967_15",57.1822967529297
"037cb72abcd5e13b2cab5414f63b5967_2",69.1789474487305
"037cb72abcd5e13b2cab5414f63b5967_3",34.0985794067383
"037cb72abcd5e13b2cab5414f63b5967_4",24.5692596435547
"037cb72abcd5e13b2cab5414f63b5967_9",35.4097518920898
"03862487109f8c1794ce3a107f407ebb_3",34.0703277587891
"039301ae48f7d184e98085f272c83b82_0",19.3370990753174
"039301ae48f7d184e98085f272c83b82_1",66.1531295776367
"039301ae48f7d184e98085f272c83b82_11",31.0692138671875
"039301ae48f7d184e98085f272c83b82_14",52.4301719665527
"039301ae48f7d184e98085f272c83b82_15",57.1825523376465
"039301ae48f7d184e98085f272c83b82_2",57.9344291687012
"039301ae48f7d184e98085f272c83b82_3",34.1000556945801
"039301ae48f7d184e98085f272c83b82_4",73.237419128418
"039301ae48f7d184e98085f272c83b82_6",25.237585067749
"039301ae48f7d184e98085f272c83b82_9",45.8821487426758
"03b237ebfa5745672d26a030ef898126_4",24.5663146972656
"03b237ebfa5745672d26a030ef898126_5",25.6766262054443
"0401c1be16767993b6cce37f508967ed_1",45.7628555297852
"0401c1be16767993b6cce37f508967ed_14",64.0924301147461
"0401c1be16767993b6cce37f508967ed_2",57.9308280944824
"0401c1be16767993b6cce37f508967ed_4",29.9040393829346
"0401c1be16767993b6cce37f508967ed_8",69.6173706054688
"0422f7d5f28aec271dc10307cdc5ad53_11",52.2411918640137
"0422f7d5f28aec271dc10307cdc5ad53_13",37.9339561462402
"0422f7d5f28aec271dc10307cdc5ad53_14",45.8658638000488
"0422f7d5f28aec271dc10307cdc5ad53_15",57.1676139831543
"0422f7d5f28aec271dc10307cdc5ad53_3",-16.8136100769043
"0422f7d5f28aec271dc10307cdc5ad53_4",24.570650100708
"0422f7d5f28aec271dc10307cdc5ad53_7",55.2836418151855
"0422f7d5f28aec271dc10307cdc5ad53_8",44.4016799926758
"04278ca7471434aae70fe190fff340a8_1",41.9631423950195
"04278ca7471434aae70fe190fff340a8_2",71.7426605224609
"042917ed54e9992d52c8230db157a343_0",19.3342952728271
"042917ed54e9992d52c8230db157a343_1",41.0407104492188
"042917ed54e9992d52c8230db157a343_11",31.0652561187744
"042917ed54e9992d52c8230db157a343_14",57.1093215942383
"042917ed54e9992d52c8230db157a343_15",35.9112777709961
"042917ed54e9992d52c8230db157a343_3",46.0567092895508
"042917ed54e9992d52c8230db157a343_4",44.6966133117676
"042917ed54e9992d52c8230db157a343_5",33.6076507568359
"042917ed54e9992d52c8230db157a343_7",59.5587387084961
"042917ed54e9992d52c8230db157a343_8",51.2082176208496
"043c8c7dfce5f2e8b8fa0a9bbce3812d_2",22.8582534790039
"0490de61475faf9ba463930098c6d0c3_1",45.769287109375
"0490de61475faf9ba463930098c6d0c3_2",57.8334312438965
"0490de61475faf9ba463930098c6d0c3_4",44.7013473510742
"0490de61475faf9ba463930098c6d0c3_5",31.9706707000732
"04c14f33995a96ef47b3ecd6e648e8ee_0",19.3381443023682
"04c14f33995a96ef47b3ecd6e648e8ee_3",31.1434211730957
"04c14f33995a96ef47b3ecd6e648e8ee_4",50.5823364257812
"04c14f33995a96ef47b3ecd6e648e8ee_5",31.9819965362549
"051ddc25443590dc092826c64ba9e801_11",73.582633972168
"051ddc25443590dc092826c64ba9e801_5",36.2440605163574
"051ddc25443590dc092826c64ba9e801_8",76.7262191772461
"051ddc25443590dc092826c64ba9e801_9",35.4097137451172
"051f200b1abbe58f944015cf2010cbcc_1",50.6078224182129
"051f200b1abbe58f944015cf2010cbcc_2",86.9163589477539
"053e2b50a4e678f8909964c589b8622b_4",80.9212646484375
"0582a8a2b674d39f6984a73a5cd74470_11",74.3867568969727
"0582a8a2b674d39f6984a73a5cd74470_14",74.3127517700195
"0582a8a2b674d39f6984a73a5cd74470_15",57.1764678955078
"0582a8a2b674d39f6984a73a5cd74470_4",47.1070442199707
"0582a8a2b674d39f6984a73a5cd74470_5",82.7544403076172
"0582a8a2b674d39f6984a73a5cd74470_8",68.952766418457
"0582a8a2b674d39f6984a73a5cd74470_9",35.0504455566406
"05941394bec3373a4dd5aead975cc145_1",45.7682189941406
"05941394bec3373a4dd5aead975cc145_11",65.7219085693359
"05941394bec3373a4dd5aead975cc145_14",75.6317138671875
"05941394bec3373a4dd5aead975cc145_15",64.274787902832
"05941394bec3373a4dd5aead975cc145_2",57.9094200134277
"05941394bec3373a4dd5aead975cc145_4",76.4772567749023
"05941394bec3373a4dd5aead975cc145_5",74.872184753418
"05941394bec3373a4dd5aead975cc145_7",59.5602416992188
"05941394bec3373a4dd5aead975cc145_8",59.1396026611328
"066678f6e8a8017a71b0d8d204e0a299_1",77.1855545043945
"066678f6e8a8017a71b0d8d204e0a299_15",22.1781826019287
"066678f6e8a8017a71b0d8d204e0a299_4",36.6187705993652
"066678f6e8a8017a71b0d8d204e0a299_5",35.0319595336914
"066678f6e8a8017a71b0d8d204e0a299_9",27.4567832946777
"07c78ed6f9a368d0d3d0529dc52542d5_10",69.5835876464844
"07c78ed6f9a368d0d3d0529dc52542d5_11",82.528076171875
"07c78ed6f9a368d0d3d0529dc52542d5_12",40.2069435119629
"07c78ed6f9a368d0d3d0529dc52542d5_13",37.9322357177734
"07c78ed6f9a368d0d3d0529dc52542d5_14",62.1113739013672
"07c78ed6f9a368d0d3d0529dc52542d5_15",57.1795082092285
"07c78ed6f9a368d0d3d0529dc52542d5_3",34.1006088256836
"07c78ed6f9a368d0d3d0529dc52542d5_5",28.8903427124023
"07c78ed6f9a368d0d3d0529dc52542d5_6",50.0080833435059
"082fed020be5ad24e65db81d4201aebb_12",37.3997268676758
"090fbe0a2fa8eee3518f0828b25b6771_11",42.2196426391602
"090fbe0a2fa8eee3518f0828b25b6771_14",35.0476684570312
"090fbe0a2fa8eee3518f0828b25b6771_15",18.2791595458984
"090fbe0a2fa8eee3518f0828b25b6771_2",57.8319892883301
"090fbe0a2fa8eee3518f0828b25b6771_7",78.9027938842773
"090fbe0a2fa8eee3518f0828b25b6771_8",48.6357192993164
"091e1715590612a08e37d7581f9627ab_1",54.4927177429199
"091e1715590612a08e37d7581f9627ab_4",71.3885116577148
"091e1715590612a08e37d7581f9627ab_5",31.9776973724365
"094c5f0a89c6c63335ed5ae69e58e8ba_14",63.3279304504395
"094c5f0a89c6c63335ed5ae69e58e8ba_15",64.3003845214844
"094c5f0a89c6c63335ed5ae69e58e8ba_4",44.7025566101074
"094c5f0a89c6c63335ed5ae69e58e8ba_5",74.8598403930664
"094c5f0a89c6c63335ed5ae69e58e8ba_7",84.8447875976562
"094c5f0a89c6c63335ed5ae69e58e8ba_8",82.782112121582
"094c5f0a89c6c63335ed5ae69e58e8ba_9",55.8196487426758
"0953ac0b2c3a548051f50505cc709c69_4",24.5703601837158
"09d20d803bb0f86e80e305a338f93d1f_1",90.267951965332
"09f326ecb52ce68e7c99996f81eb00ef_1",33.5912284851074
"09f326ecb52ce68e7c99996f81eb00ef_2",73.441650390625
"09f326ecb52ce68e7c99996f81eb00ef_4",80.9190902709961
"0b0789c5eeeffe58bee4928e1f6fa39c_0",18.8684692382812
"0b2030b424560d65c6a7464c6c7cc7d0_0",31.2412700653076
"0b2030b424560d65c6a7464c6c7cc7d0_3",75.321174621582
"0b7459d0efdf61130c98f68d4bf93b81_11",36.7251930236816
"0b7459d0efdf61130c98f68d4bf93b81_15",35.9019241333008
"0bd1c6dd1000d749ae4929bc4f02cd6c_11",86.1599655151367
"0bd1c6dd1000d749ae4929bc4f02cd6c_14",57.8580551147461
"0bd1c6dd1000d749ae4929bc4f02cd6c_15",73.8271408081055
"0bd1c6dd1000d749ae4929bc4f02cd6c_2",76.8243179321289
"0bd1c6dd1000d749ae4929bc4f02cd6c_4",97.774658203125
"0bd1c6dd1000d749ae4929bc4f02cd6c_5",36.2133255004883
"0bd1c6dd1000d749ae4929bc4f02cd6c_7",84.9317398071289
"0bd1c6dd1000d749ae4929bc4f02cd6c_8",63.778507232666
"0bd1c6dd1000d749ae4929bc4f02cd6c_9",84.9196014404297
"0be3f3efb6d0812a225026446c6f0081_11",70.5426483154297
"0be3f3efb6d0812a225026446c6f0081_14",57.8495712280273
"0be3f3efb6d0812a225026446c6f0081_15",74.8421249389648
"0be3f3efb6d0812a225026446c6f0081_4",69.7666854858398
"0be3f3efb6d0812a225026446c6f0081_5",57.3037033081055
"0be3f3efb6d0812a225026446c6f0081_7",94.9126358032227
"0be3f3efb6d0812a225026446c6f0081_8",52.1782455444336
"0be3f3efb6d0812a225026446c6f0081_9",38.1265983581543
"0bed703176b47e5b7013d156d94462c5_1",45.7664947509766
"0bed703176b47e5b7013d156d94462c5_11",12.5272436141968
"0bed703176b47e5b7013d156d94462c5_13",19.0003929138184
"0bed703176b47e5b7013d156d94462c5_14",67.1765060424805
"0bed703176b47e5b7013d156d94462c5_15",22.1821174621582
"0bed703176b47e5b7013d156d94462c5_3",34.1003532409668
"0bed703176b47e5b7013d156d94462c5_5",55.9862327575684
"0bed703176b47e5b7013d156d94462c5_6",22.4312381744385
"0c7751298214fab7bc29d9d47eb18f74_3",46.0486183166504
"0cce1b66277b50ebd22d4c008737172b_1",41.9648666381836
"0cce1b66277b50ebd22d4c008737172b_2",57.8339614868164
"0cce1b66277b50ebd22d4c008737172b_5",52.9522399902344
"0dd31cbea2a00434bf3554cf92617531_1",33.6541481018066
"0dd31cbea2a00434bf3554cf92617531_10",20.02809715271
"0dd31cbea2a00434bf3554cf92617531_11",60.5306015014648
"0dd31cbea2a00434bf3554cf92617531_12",18.1135292053223
"0dd31cbea2a00434bf3554cf92617531_14",12.5357999801636
"0dd31cbea2a00434bf3554cf92617531_2",62.0441970825195
"0dd31cbea2a00434bf3554cf92617531_4",24.5689334869385
"0dd31cbea2a00434bf3554cf92617531_9",27.4545516967773
"0e2026ef8add0124764735ab4d6baa75_0",19.3278865814209
"0e211ef815aeaafa02d02fc100e8eb36_0",19.3342380523682
"0e211ef815aeaafa02d02fc100e8eb36_2",67.0962829589844
"0e211ef815aeaafa02d02fc100e8eb36_3",34.0945243835449
"0e211ef815aeaafa02d02fc100e8eb36_5",45.1039619445801
"0f3071d2d1749dd0820076a9d9f8041c_0",18.9083404541016
"0f3071d2d1749dd0820076a9d9f8041c_1",45.7706031799316
"0f3071d2d1749dd0820076a9d9f8041c_2",57.8331909179688
"0f3071d2d1749dd0820076a9d9f8041c_3",41.6881828308105
"0f3071d2d1749dd0820076a9d9f8041c_4",47.3723602294922
"0f3071d2d1749dd0820076a9d9f8041c_5",42.9505920410156
"0f3758a16d641c93eca6823476e9e8e7_1",41.0233306884766
"0f3758a16d641c93eca6823476e9e8e7_11",86.9922332763672
"0f3758a16d641c93eca6823476e9e8e7_2",64.4817657470703
"0f3758a16d641c93eca6823476e9e8e7_4",80.3972015380859
"0f3758a16d641c93eca6823476e9e8e7_5",20.3283443450928
"0f3758a16d641c93eca6823476e9e8e7_7",87.0643157958984
"0f3758a16d641c93eca6823476e9e8e7_8",82.7715454101562
"0f3758a16d641c93eca6823476e9e8e7_9",45.880615234375
"0fddccd32b7657f128dc0e8772bce54b_4",70.5946655273438
"0fddccd32b7657f128dc0e8772bce54b_5",52.933837890625
"0fddccd32b7657f128dc0e8772bce54b_7",59.550365447998
"0feda4abbf6076ea9abbfb1890d7c312_1",47.3349342346191
"0feda4abbf6076ea9abbfb1890d7c312_11",55.0327758789062
"0feda4abbf6076ea9abbfb1890d7c312_14",63.2365531921387
"0feda4abbf6076ea9abbfb1890d7c312_2",57.8278312683105
"0feda4abbf6076ea9abbfb1890d7c312_4",25.5924301147461
"0feda4abbf6076ea9abbfb1890d7c312_9",27.4542045593262
"108a41567a81e5503ba247cb0d23feb8_5",26.3380451202393
"108a41567a81e5503ba247cb0d23feb8_9",27.237621307373
"10f88ad5e34c08d30aa36669a959336d_11",31.0677547454834
"10f88ad5e34c08d30aa36669a959336d_14",55.3256721496582
"10f88ad5e34c08d30aa36669a959336d_4",47.484691619873
"10f88ad5e34c08d30aa36669a959336d_5",36.2657165527344
"10f88ad5e34c08d30aa36669a959336d_7",59.5602912902832
"10f88ad5e34c08d30aa36669a959336d_9",35.409969329834
"112ec8fc9b699fe2bc5cf4a936198f58_11",52.241886138916
"112ec8fc9b699fe2bc5cf4a936198f58_14",70.9875640869141
"112ec8fc9b699fe2bc5cf4a936198f58_4",24.5660991668701
"112ec8fc9b699fe2bc5cf4a936198f58_5",25.6747303009033
"11853f45bb55748fb0de2c6268e7772c_0",19.330415725708
"11853f45bb55748fb0de2c6268e7772c_11",12.5248689651489
"11853f45bb55748fb0de2c6268e7772c_13",37.9297256469727
"11853f45bb55748fb0de2c6268e7772c_14",78.1857452392578
"11853f45bb55748fb0de2c6268e7772c_4",24.5700531005859
"11853f45bb55748fb0de2c6268e7772c_9",35.4095916748047
"118bb49deeadc2925a5de6b795821b0d_1",41.0414276123047
"118bb49deeadc2925a5de6b795821b0d_2",57.9177398681641
"11acaadff18e746bcfe630f35a4b03f8_3",50.0691833496094
"11acaadff18e746bcfe630f35a4b03f8_4",24.5597229003906
"11acaadff18e746bcfe630f35a4b03f8_5",31.9716129302979
"11c15c61d2f560d683f17c957a401204_4",22.3336868286133
"11c15c61d2f560d683f17c957a401204_5",61.3540077209473
"11c15c61d2f560d683f17c957a401204_7",55.2809906005859
"11c15c61d2f560d683f17c957a401204_8",48.6351585388184
"11c15c61d2f560d683f17c957a401204_9",90.5231704711914
"12c287ec65a60a0e06655b2e05f5df7e_11",31.0685749053955
"12c287ec65a60a0e06655b2e05f5df7e_9",35.4093856811523
"14afbe755eece177169f6ed9ec7f47ac_1",47.3503036499023
"14afbe755eece177169f6ed9ec7f47ac_11",52.2376365661621
"14afbe755eece177169f6ed9ec7f47ac_14",61.986701965332
"14afbe755eece177169f6ed9ec7f47ac_15",35.9110221862793
"14afbe755eece177169f6ed9ec7f47ac_7",78.2793045043945
"14e75a826cdc3fdd4681d931df7f2cb1_11",75.3313751220703
"14e75a826cdc3fdd4681d931df7f2cb1_14",55.8967399597168
"14e75a826cdc3fdd4681d931df7f2cb1_15",51.204532623291
"14e75a826cdc3fdd4681d931df7f2cb1_3",34.0965118408203
"14e75a826cdc3fdd4681d931df7f2cb1_4",24.5696926116943
"14e75a826cdc3fdd4681d931df7f2cb1_6",76.3968734741211
"14e75a826cdc3fdd4681d931df7f2cb1_7",78.3271713256836
"14ee173ca0c0006f5f6f049b633272f0_0",17.6761913299561
"14ee173ca0c0006f5f6f049b633272f0_13",19.0006637573242
"14ee173ca0c0006f5f6f049b633272f0_3",23.1224365234375
"15f72774785d74f49265a80af535da10_2",49.9932441711426
"164dd6dc4f4796476ecc57fce13112d8_1",41.0493927001953
"164dd6dc4f4796476ecc57fce13112d8_2",67.707405090332
"17833693b72d8a87763212372d1b250b_0",20.3098621368408
"17833693b72d8a87763212372d1b250b_1",73.7197570800781
"17833693b72d8a87763212372d1b250b_11",12.5271825790405
"17833693b72d8a87763212372d1b250b_4",70.5641098022461
"17833693b72d8a87763212372d1b250b_9",85.6300201416016
"17b46a6f879253c70ea7aaba260f417c_0",-50.0950355529785
"17b46a6f879253c70ea7aaba260f417c_1",47.3392944335938
"17b46a6f879253c70ea7aaba260f417c_11",35.8438873291016
"17b46a6f879253c70ea7aaba260f417c_12",17.7865715026855
"17b46a6f879253c70ea7aaba260f417c_13",19.4883918762207
"17b46a6f879253c70ea7aaba260f417c_14",55.5572662353516
"17b46a6f879253c70ea7aaba260f417c_15",48.6494636535645
"17b46a6f879253c70ea7aaba260f417c_3",50.5924072265625
"17b46a6f879253c70ea7aaba260f417c_9",36.6860313415527
"1847a42831305ec2192c6ee029a48f42_0",18.9168090820312
"18a522d203cc1351c8121380f60a2c84_1",64.7815704345703
"18a522d203cc1351c8121380f60a2c84_2",57.8334541320801
"18a522d203cc1351c8121380f60a2c84_4",75.1168594360352
"18a522d203cc1351c8121380f60a2c84_5",63.9167175292969
"18a522d203cc1351c8121380f60a2c84_7",95.407585144043
"18a522d203cc1351c8121380f60a2c84_8",53.9507637023926
"18f707b30e7311eaa5411c110e347a64_11",38.8039588928223
"18f707b30e7311eaa5411c110e347a64_14",9.46645927429199
"18f707b30e7311eaa5411c110e347a64_15",22.1824970245361
"18f707b30e7311eaa5411c110e347a64_5",26.3199920654297
"18f707b30e7311eaa5411c110e347a64_9",35.4094200134277
"18ff0acc6d80886aace4d658435c778c_0",45.7827911376953
"18ff0acc6d80886aace4d658435c778c_1",33.6176109313965
"18ff0acc6d80886aace4d658435c778c_2",57.8298301696777
"19281822095b7239c735e9c2e5f803ff_0",19.3342380523682
"192b365afe5ccea2bd1366d38f3d1ed2_1",64.6728057861328
"192b365afe5ccea2bd1366d38f3d1ed2_10",58.6479454040527
"192b365afe5ccea2bd1366d38f3d1ed2_11",86.7663040161133
"192b365afe5ccea2bd1366d38f3d1ed2_12",18.1143264770508
"192b365afe5ccea2bd1366d38f3d1ed2_13",41.7778167724609
"192b365afe5ccea2bd1366d38f3d1ed2_14",52.427604675293
"192b365afe5ccea2bd1366d38f3d1ed2_15",43.5357780456543
"192b365afe5ccea2bd1366d38f3d1ed2_2",57.8071174621582
"192b365afe5ccea2bd1366d38f3d1ed2_3",50.0724906921387
"192b365afe5ccea2bd1366d38f3d1ed2_4",50.5775680541992
"192b365afe5ccea2bd1366d38f3d1ed2_5",80.5998687744141
"192b365afe5ccea2bd1366d38f3d1ed2_9",45.8819389343262
"1aa0119621b5a3b526e35f8879ee599c_11",12.5275678634644
"1aa0119621b5a3b526e35f8879ee599c_3",34.0949363708496
"1aa0119621b5a3b526e35f8879ee599c_6",27.7543830871582
"1b162bec4da40c41fc9462088dfce575_1",56.4731636047363
"1b162bec4da40c41fc9462088dfce575_11",52.2433204650879
"1b162bec4da40c41fc9462088dfce575_14",12.7140302658081
"1b162bec4da40c41fc9462088dfce575_2",57.8305511474609
"1b162bec4da40c41fc9462088dfce575_4",50.5686111450195
"1b162bec4da40c41fc9462088dfce575_5",36.2568473815918
"1b162bec4da40c41fc9462088dfce575_7",57.1292457580566
"1b162bec4da40c41fc9462088dfce575_8",24.3855304718018
"1b162bec4da40c41fc9462088dfce575_9",53.4749488830566
"1b7f90ec97c287ad03f14f5df6935cd7_11",80.1965408325195
"1b7f90ec97c287ad03f14f5df6935cd7_14",75.6308059692383
"1b7f90ec97c287ad03f14f5df6935cd7_4",44.6970672607422
"1b7f90ec97c287ad03f14f5df6935cd7_5",35.3408355712891
"1b7f90ec97c287ad03f14f5df6935cd7_8",24.3852844238281
"1bb965882e17b780386801ddc367c35c_0",19.3353137969971
"1bb965882e17b780386801ddc367c35c_1",41.0499267578125
"1bb965882e17b780386801ddc367c35c_11",12.5270509719849
"1bb965882e17b780386801ddc367c35c_2",57.829402923584
